,score_train,score_test,benchmark,p_value,correlation
A,0.00738501824429505,-0.00640827563883728,-5.4272634348428994e-05,1.573811125627992e-05,0.027131339068119275
AAL,0.007352278209666552,0.009967044325752128,-0.000625278720884026,1.643818392015768e-05,0.10104888984058354
AAPL,0.003855769038079604,-0.012432925433100595,-0.01728661272535592,0.0018247843661320662,-0.04291255821726397
ABT,0.004679491881980802,-0.008550171617184521,-0.00017862223966602642,0.0005926601562930504,-0.01404080322493007
ACGL,0.0035160418525342907,0.004520914470179438,-0.0024934793980899705,0.0029145731251079394,0.0681161246410982
ACN,0.010239000056735392,-0.007852075389732871,-0.008340800786527325,3.616285873222167e-07,0.020153702836182258
ADBE,0.013849492893913573,-0.04242136409309616,-0.01556366493315453,3.1612456451171027e-09,-0.09451293457017515
ADI,0.02644972249244759,-0.020163497263026686,-0.003519226716415691,2.1829684097206993e-16,0.019659557812896064
ADM,0.004276625355112751,-0.008186043694971445,-0.0033660972482210116,0.001025516143793488,0.07376663673396128
ADP,0.021315033824582996,-0.0053930118716445374,-3.491252114584675e-05,1.8130128205234657e-13,0.06900450000227205
ADSK,0.0017406163986409817,0.0006547253144489895,-0.004099789932598075,0.036313200530075466,0.03252527294604446
AEE,0.010372513795643079,-0.029221623137033692,-0.001918195808549239,3.03340149355228e-07,-0.04309548270025472
AEP,4.526548462191471e-05,-0.004774569758219549,-0.000843379055846194,0.7357828314149594,0.022141237048770523
AES,0.010513326051774574,-0.018564510041227056,-0.0033496542709474664,2.5202741753216424e-07,0.009420749791454928
AFL,0.0018982229644427528,-0.0012214240384684771,-0.003309955160751832,0.028800183455398212,0.008573731763764601
AIG,0.00012853818463220978,0.0017287223001201113,-0.0009595194663838402,0.5695962101711051,0.08191756882170952
AIZ,0.008153380534583365,0.009825169761738528,-0.006693614687308225,5.677669259837772e-06,0.11007020820398199
AJG,0.013058913516916126,-0.0008017224798055889,-0.004662139062896253,8.907921908699253e-09,0.05375333854370148
AKAM,3.702971338659378e-05,-0.003344317255846274,-0.009600234653067252,0.7602101760355375,0.07183092611455437
ALB,0.00033301108172478777,-0.0028651268456678647,-0.0014492712449534206,0.3600184432807495,0.04798499477378545
ALGN,0.00011174209965103543,0.0012941722765446029,-0.0022440147913815878,0.5959792050560961,0.07465961934225677
ALL,0.004877587687707519,-0.0018042364296115831,-0.0005339974611986431,0.0004530569127511368,0.024313923953286666
AMAT,0.01253789269454919,-0.013946336822095562,-0.011704915634833224,1.7639412590809768e-08,0.008522360886234792
AMD,0.001484601225590132,-0.00676919573815038,-0.01596838107650589,0.05321069887155822,-0.019178208732967793
AME,0.006999489321049657,0.004925056464899824,-0.004320789935814862,2.6285848557563164e-05,0.07172588082997909
AMGN,0.005912959698703646,-0.00650544553102006,-0.002049110095104778,0.00011227453836823472,-0.003556722740483706
AMP,0.019824252619489502,-0.014029323480028832,-0.0037901539835334397,1.274002441990831e-12,0.02060066606924507
AMT,0.004327470225254149,-0.004184366816885943,-0.0004329788484425112,0.0009567883186700501,0.0030769517516048687
AMZN,0.0001613556656701043,-0.004293511629938074,-0.015547125374559156,0.5240461496737516,0.08405025166502395
ANSS,0.006746252818958909,-0.018164540147285413,-0.007889941923923116,3.683841338722397e-05,-0.04697103052245619
AON,0.001653850983550087,-0.008335293697024904,-1.5244609357090155e-06,0.04129893899756294,-0.022841819296288132
AOS,0.0005656011599374233,-0.0028603776734181796,-0.00918113145561561,0.23288196775033507,0.019516932849821433
APA,0.0035861115823188072,-0.007775018957199009,-0.0007840461952004496,0.0026455814633873837,-0.016090869531604397
APD,0.010392783460262178,-0.026681824997550452,-0.0002615602349689272,2.9535422001237104e-07,-0.05451067078498086
APH,0.0030598273579108826,-0.011173868933791686,-0.010023901761905263,0.005495238903505215,-0.061448100382112666
APTV,0.0011188849870654716,0.003427344984649583,-9.889357993175807e-06,0.09332109798689435,0.0854248293479186
ARE,0.0040593504305102,-0.00856119101273678,-4.2917316438018105e-05,0.0013801902548994137,-0.0273354898324715
ATO,0.005110605892730824,-0.009688912262831417,-0.000686725151639811,0.00033057318473491505,-0.024323018492333898
AVB,0.001707607746603057,0.000251162244463643,-0.003500469983479748,0.03813122080032023,0.04199560250796888
AVGO,0.009150455579313932,-0.02183220513442352,-0.022942592264880934,1.518882385147209e-06,-0.028253829416726405
AVY,0.001039943270697119,0.0015310605022245127,-0.0018862033750244311,0.10570159347079768,0.045669898580795724
AWK,0.0007425894907201469,-0.013211816175395352,-0.0008885285632975748,0.17162658497556277,-0.09173856073220577
AXON,1.036285368627432e-07,-0.0002291214332368341,-0.007986458299127364,0.9871183037903184,0.07649471763838395
AXP,0.002553174444715589,-0.0035416252157256523,-0.004863707919678495,0.011216287510621339,0.0018922553079559659
AZO,0.006312682070400699,-0.006400902537654796,-0.0004348772035129844,6.573253419612955e-05,0.015119700422500673
BA,0.0036690566245553002,-0.0010158360128214028,-0.0067171509150909525,0.0023594774941913957,0.0327716833747511
BAC,0.003186390487630919,-0.01799092727736573,-0.00038397439009774104,0.004605552397892553,-0.12730154366603513
BALL,7.333792133712436e-05,0.001183901083689376,-0.0012966916387375793,0.6675440972221294,0.08127505193762954
BAX,0.005833930291458622,-0.0034495296860086455,-0.001444062139053237,0.00012483359501743043,0.0367773382817232
BBWI,0.00011642064633587967,0.00025130039750609345,-0.000395930166249725,0.5883851779422948,0.018252751109675745
BBY,4.338180011886905e-07,-0.003348960903749143,-0.00020309731151857413,0.9736471812298142,-0.011071240595148272
BDX,0.001269085551987792,-0.006142252061784204,-7.644239304660516e-06,0.07389032609330944,-0.023077473653510632
BEN,4.011710557083603e-06,-0.0016720837124075683,-0.001975708992119074,0.9199820347649127,-0.09486180758842727
BG,0.006889196864354852,0.025108403283469305,-0.00029309321770365493,3.044639701615826e-05,0.19296444847664465
BIIB,0.0020904874770784065,-0.01671641575297622,-0.0001639710813066131,0.021769354265408675,-0.12056339176783294
BIO,0.0013456381352955349,-0.005331901415243756,-0.001330657560456805,0.06570314801226482,0.014154221423510636
BK,0.008332885230131759,-0.0005915045605779934,-0.00274870182719944,4.4764001487577685e-06,0.04560522353320877
BKNG,0.00026069247937643425,-0.006529091699060574,-0.023212372940354165,0.4180262435120561,0.16519423138255301
BKR,0.00038088166186567296,-0.0028042897307634096,-0.002344432167224575,0.3276179979093492,-0.04601843219852891
BLDR,0.0011594723627843528,-0.01443559114427484,-0.024820776719406856,0.08757764352013117,-0.05706563287876524
BLK,0.0029750021160531714,-0.014525268240613842,-0.0029416253017013894,0.006187835271562624,-0.10568569359504638
BMY,0.0003117057310172422,-0.02092620936444911,-0.008759160550720013,0.3758542172741164,-0.019275068278057264
BR,0.004756673639344067,-0.015987044864483213,-0.02269232910634278,0.0005337319429054421,-0.029468034306187895
BRO,0.007425332637717719,0.017291264861718614,-0.0061076190494762095,1.4917042873157588e-05,0.1461234040796116
BSX,0.004284890937738872,-0.005069713634135553,-0.005937534671628386,0.0010140128887920462,-0.006619260065027085
BWA,0.0001531622329439264,-0.0025813619442871527,-0.0002293862903819388,0.5347754950559293,-0.0981005711685303
BX,0.0008397448417055697,-0.0031202320886645207,-0.01475837422678783,0.146027403540944,0.04586698226694157
BXP,0.00026238077087636924,-0.0002974000502744545,-0.0008279864100693146,0.41652271852575995,0.018404811935377005
C,0.0038879686249421175,0.0013953029044362353,-0.0026477389688197572,0.001745832615473312,0.0508767701791182
CAG,0.0008089574484761997,-0.013336674409379246,-0.006814226145987368,0.15363777144347704,0.020772660095376566
CAH,0.004431214444347686,-0.0097758876483236,-0.009121984623681412,0.0008306384975792821,-0.013797853601310158
CAT,1.0917806548604858e-05,-0.0010208079656106595,-0.0036324616138012633,0.8683754670653198,-0.06882815489112253
CB,0.010763384272783227,-0.002359333894536464,-0.000371278791877927,1.8137699284576072e-07,0.0449390912060168
CBOE,0.008762899821862846,0.004456915039058873,-0.018946732774658193,2.534429155651672e-06,0.09846281536710227
CBRE,9.101109208320413e-05,0.0013321756290471942,-0.002650409457485292,0.6323043561635295,0.07990477456204674
CCI,0.00397475067951758,-0.005843707040421364,-0.00026290228020608986,0.001549832251921029,0.0029640936258671707
CCL,0.0004124126290558916,-0.010429649593080681,-0.014891349621673156,0.3083714526688837,0.09933925841786355
CDNS,0.006914989518953862,-0.011879254470013256,-0.017110145301134416,2.941772449774422e-05,-0.0013387611129469469
CE,0.0011388466627577642,-0.009955209451663283,-0.009751866821295252,0.09044690061510384,-0.05598027579211946
CF,0.00039514598539580614,-0.0007027725072326074,-2.7986585493522398e-08,0.31872138103745573,0.02608314921033072
CHD,0.0030344118451541835,0.011865405069874546,-0.0039706857383146055,0.005694037684043567,0.13725000841570748
CHRW,0.0005446549934177147,0.0007452233998064273,-5.0967028375481505e-09,0.2417340808163688,0.03964515554552465
CHTR,0.0007925630859311195,-0.005548890846158061,-0.0014062638557184037,0.15787293167118466,-0.08459642805941364
CI,0.0025412544794803926,-0.00208986888307372,-5.9664041758056285e-05,0.011407779637052796,0.03713797227160982
CINF,0.012120174621087276,0.01718986786388932,-0.00031101986057358033,3.05137377031904e-08,0.13577925014796927
CL,0.017322361609911074,-0.01225110713323474,-0.00038334680018192735,3.358008075664355e-11,0.02007937633049592
CLX,0.0013314203051564277,0.0025364819707945907,-0.00040548723528543995,0.06714708712073324,0.05429977127862529
CMA,0.003779691105923466,-0.0037152947615590737,-6.30614318082312e-05,0.0020260021879760968,0.0013518124953608998
CMCSA,0.012623970692054565,-0.03456678418861303,-0.005632441243451192,1.5756253494668826e-08,-0.08620236547443039
CME,0.019203399456629522,-0.01600187482140214,-0.010458300687909095,2.8692747173336003e-12,0.017244485547122077
CMG,5.8564524352267e-07,-0.006227968071814471,-0.017005003048135237,0.9693829757841047,-0.04492571145866991
CMI,0.0005855212017779055,-0.004516954248870997,-0.00014766927448128797,0.22482417624357695,-0.0681270477286362
CMS,0.002495577937524196,-0.005804489020509784,-0.00011529022853995485,0.012173159243121762,0.0033658866742681394
CNC,0.0017621417455901955,-0.00236425023143072,-0.0002632524075103504,0.03517669036818497,0.07854754571295221
CNP,0.008364796745701564,-0.013692741505395123,-5.053503904228762e-07,4.291236225801129e-06,-0.01904214374885153
COF,0.0006121403091031707,-0.0062285869377216585,-0.006709764876027258,0.214571596045032,-0.042652015065921686
COO,0.003989299598003093,-0.012884178578802086,-0.0020013680647621435,0.001519223277743999,-0.070249391336418
COP,0.00276445782759438,-0.0027838662165442507,-0.00017837079161653335,0.00831833834181833,0.006393894430081433
COR,0.005761709600649145,-0.014906899240832994,-0.00872252403651319,0.0001375433390278633,-0.05685017098841908
COST,0.0012955773751992528,-0.002238469934770837,-0.019285225451379784,0.07093987885983022,0.06983391171570516
CPAY,3.023801369306245e-05,-0.005803661088936707,-0.01194464997973177,0.7827027489606531,-0.08377479710991878
CPB,0.00010956553208651965,-0.01018262012764004,-0.004127324676868049,0.5995817332071993,-0.06185172332845389
CPRT,0.00016400531124949325,-0.0038738998874296993,-0.021672688945370444,0.5206582445897173,0.08016866085073625
CPT,0.0044350704923274975,-0.007808317295076472,-0.0001759802793639409,0.0008262879846750524,-0.009253816614046444
CRL,2.6754526264771705e-05,0.0003285292259500583,-0.0006708059106879105,0.7953064774142055,0.05462761811489183
CRM,0.0015953624507095698,-0.021113878673820974,-0.02458040470935119,0.04506142746982038,-0.05141422041667492
CSCO,0.010263448206828896,-0.021473234452191958,-0.0011762101310262008,3.501737048671979e-07,-0.054371028246690906
CSGP,0.0007382897840580993,-0.005228575073419783,-0.0013925109735761776,0.17287269393884822,-0.07119299489663766
CSX,0.00904124630791503,-0.006864498325741986,-0.002063903808045886,1.754506206822574e-06,0.013873757514100967
CTAS,0.008936509696315209,-0.0020399936426189758,-0.011219159802134504,2.0148380525628387e-06,0.037321614108553225
CTRA,0.002347528702218993,0.00164065919867884,-0.000760888099034629,0.015036800515764651,0.0418165777400189
CTSH,0.008716624512580373,-0.008468826076597269,-0.007572564383731661,2.694315380277572e-06,0.02620277050859882
CVS,0.001933654320750433,-0.0007721487856910958,-0.0007334349454066746,0.027346248449842587,0.05462840457848667
CVX,0.007809755551459907,-0.01137407964947501,-0.0010867658394131396,8.953819451648509e-06,0.012053264420715536
D,0.008309707899244456,-0.03526995505007213,-0.002392557598684286,4.615888416253469e-06,-0.11586868506213668
DAL,0.002847274092788732,0.009957525231876763,-0.0028750146379665775,0.007402811847933101,0.12125561967695116
DD,0.0005202933549937061,0.0018125480326468546,-0.001871827134349635,0.25255068132293107,0.05536642961080969
DE,0.003477742474866874,-0.010324567725828349,-2.166336951603398e-05,0.00307317148701349,-0.02829099439576465
DECK,8.991008366077136e-05,-0.00228571245066278,-0.013135587911366375,0.6343716400140925,0.02567698821624765
DFS,3.828523866244993e-05,-0.0006296039462307945,-0.0017489113213040586,0.7563055426644036,-0.040641088163252334
DG,0.0019932663881754298,-0.02584983384861972,-0.008926441407160146,0.025069692536248474,-0.049946802141802624
DGX,0.0024402854793418305,-0.004538049644842834,-0.0009621080332062881,0.013170664300461932,0.05337528677909585
DHI,0.0004939435419147875,-0.008464290698657395,-0.01732963287017486,0.2649278814835342,-0.02488944254010004
DHR,0.005449167630159124,-0.0006861156272757185,-1.9419792132602254e-05,0.0002093923676761636,0.05265167520542235
DIS,0.004360972767180504,-0.009315988630105076,-0.0003378506314719587,0.0009140644217717917,-0.03725108886514354
DLR,7.762897057950191e-05,-0.0027888098452999444,-0.006035389528482149,0.6585553072298875,0.01777721183236603
DLTR,0.0022498415728036125,0.002627782655108102,-0.00011605107547851823,0.017298304533424447,0.05909658448107119
DOC,0.0001215334396291734,-0.0018100865262533627,-0.0008888173750605244,0.5803086390311556,-0.007368284599889578
DOV,0.000972470018856253,-0.003968209898413955,-0.0021057085356939176,0.11771681363201006,-0.04799256547218035
DPZ,0.0065121611309253424,-0.00736947607139582,-0.002499149684484836,5.034923999563459e-05,-0.005038300543947202
DRI,2.6473335791310504e-05,0.000844396127186009,-0.006290880619068462,0.7963612065661274,0.08487483536436023
DTE,0.016046320548660398,-0.029096242132161443,-1.053346253421239e-05,1.7822544368674054e-10,-0.03870760960157995
DUK,0.007077600849981436,-0.01987335270132462,-1.040232233684435e-08,2.3689226376229373e-05,-0.06529783238097724
DVA,0.002586841838687848,-0.009330007176185706,-0.005060997809978485,0.010693030503542054,-0.029762957369070794
DVN,8.317642107957823e-06,-0.004871797632157282,-0.0012088860125258893,0.8849886000196994,-0.05205885450160668
DXCM,5.779105294978493e-05,-0.0011424468692797785,-0.0007327966299814914,0.7029924188286565,0.068287140404516
EA,0.002680110746612119,-0.01450884776971706,-0.0018973222497986608,0.009370200458815526,-0.09906331439234473
EBAY,0.00012715599104240471,0.0019946372232305665,-0.0006604568057597682,0.5716790239190128,0.09407704984524295
ECL,0.005816387348695606,-0.017735331125507736,-0.011133454549719923,0.00012780787008442852,-0.03946332975925746
ED,0.0015025635069375598,-0.006747393674289226,-2.7314350099505447e-06,0.05178995121246923,-0.046987385846574206
EFX,0.002031960415283418,0.002874599650689258,-0.004182831943075893,0.02369804762277214,0.060968822320643205
EG,0.007979614706953742,0.018396345646480072,-0.0008033289641502517,7.147911366443344e-06,0.14830737781782438
EIX,0.0014386275959480388,0.0022454978955976923,-0.0027640422240444718,0.057038334769451055,0.056345768405994916
EL,0.006454687777803114,0.002667510212421287,-0.0043811684175403265,5.436730657325152e-05,0.12322119214162776
ELV,0.006425020673122228,-0.00821863387470989,-0.0001238455291634466,5.656592852189467e-05,0.03706831685388527
EMN,2.3576616107523485e-05,7.267529538224071e-05,-0.001593229976841748,0.8075935481941741,0.05089513854407181
EMR,0.004406383775906075,-0.011408788595352881,-0.0003067787590551596,0.0008592128236878476,-0.050277862607225714
EOG,0.000605129081952871,-0.004305628273798767,-2.3255385917853033e-05,0.21721694615586354,-0.05109922961538974
EQIX,0.0017107762842472063,0.0011277920684727993,-0.004510028945879707,0.03795264361749828,0.040357770427960106
EQR,0.0017564290048329712,0.0020614493920392274,-0.0008876184960364686,0.03547464219019727,0.046150423903223596
EQT,9.057639816822949e-05,-0.0014015510455083202,-0.0013903392207885723,0.6331187057741255,-0.05467575745290961
ES,0.004575060823864607,-0.017090865885129425,-0.004046574245896606,0.0006829905580879316,-0.010298869176866727
ESS,0.0014274891227520348,0.000949092392203088,-0.003272502559058754,0.0580089407338076,0.04753171886219279
ETN,0.0034790897892972295,-0.006451982019158642,-0.013430094984643759,0.003067446236776742,0.028261501181277925
ETR,0.01307011992574536,-0.01060301180582468,-0.00014839840501634782,8.778018192620055e-09,0.02466926019837849
EVRG,0.00414309640245214,-0.008069994233397493,-0.001342441103241221,0.0012307453462245099,0.02418865368482322
EW,0.0001660227559868721,-0.003744934220901719,-0.00019144279386185126,0.5181045073909214,-0.09224713165260993
EXC,0.018609046089272385,-0.06627956997246454,-0.0013859031297125401,6.241889335539888e-12,-0.14654995024461548
EXPD,0.0013353779250854236,-0.008593999651256734,-0.0044890932587724475,0.06674178593355055,-0.08697653692589226
EXPE,0.0002085348732330239,-0.0047914445493721924,-0.009163977900120024,0.468875772616818,0.03677308263658276
EXR,0.0003103840489182552,-0.002033480527313891,-0.0012762439852342933,0.3768683849589102,-0.04835879672135426
F,0.0008645463983432133,0.0019367749523949707,-0.0014228289745676914,0.1402050546299143,0.05549298815652122
FAST,0.004638494128654358,-0.005676557222009659,-0.012158745087653466,0.0006265889516553761,0.034522066171173114
FCX,0.00014525460154946046,0.0011927633553354688,-0.0011675188031676775,0.5455144313780285,0.05590194647868749
FDS,0.019450185463771197,-0.01414113603803635,-0.004013618260338525,2.077860508465055e-12,0.01936616257728444
FDX,0.0011242313902214418,-0.011300310994302176,-0.010230827500573358,0.09254169267347828,-0.0662178744746761
FE,0.00762073818200204,-0.0089859873084146,-0.0005358018998418146,1.1506823322454272e-05,0.007662192821735057
FFIV,0.0006797532514846161,-0.005001491437869543,-0.005262351651095898,0.19092040945380076,-0.03747054274849982
FI,0.012475992711556305,0.007168131672682376,-0.007774382435144389,1.9131378347070932e-08,0.09319062084466281
FICO,0.0063824458669865525,-0.0010821106802443303,-0.03039425669705098,5.987820280259664e-05,0.09798693146535875
FIS,0.007174174010454504,0.0019493488750629284,-2.381255855588016e-05,2.083192887406456e-05,0.05880740357441377
FITB,0.0027255957784769747,-0.007231510623301407,-0.0008128509874230083,0.008787087192757184,-0.043157162810034316
FMC,0.0031642547603428772,-0.026776469668984726,-0.011262259249192663,0.004749846266270944,-0.035119141079687076
FRT,0.0022563833925740573,-0.004919775509623525,-0.0005887790765795042,0.017136440295849893,-0.027683318324436375
FSLR,1.1117233587487618e-05,-0.00017068428356559195,-0.0010685769476026508,0.8671898231140878,-0.023935281427319866
FTNT,0.0022333246257808526,0.004669377621556725,-0.001774639673288947,0.017714036909735956,0.07384490557177614
GD,5.139128122855219e-05,-0.0003549207225763684,-0.000890623770029908,0.7191817145534434,0.047326132117640154
GE,0.00021937838463115256,-0.030866713457569972,-0.033842294601474476,0.4575395891939674,0.08728277751898665
GEN,0.0012772029676184626,-0.0026778761292460818,-0.0007846675065836806,0.072972538520699,-0.019331133743290024
GILD,0.0010427322181223442,-0.00530626138793755,-1.16977494357684e-09,0.10523483062962123,-0.030900749750145992
GIS,0.0002083064529739831,-0.016613152950002208,-0.005198665304738226,0.4691193831643178,-0.08608758584806064
GL,0.009453081774379424,0.01666162889161793,-0.00014122587788834018,1.0187641607365058e-06,0.1458320432038696
GLW,0.004327681493558777,-0.010583565565040587,-1.2333936866726347e-05,0.0009565126746419717,-0.03254306031945401
GM,9.438550133356038e-05,-3.888183023437186e-05,-0.0006191783295277364,0.6260627248699807,0.004881978325812441
GNRC,0.00013787476447457703,-0.000993087577349172,-0.0021857855019575823,0.5559029102122746,-0.01285803634795748
GOOG,0.0036129479030572176,-0.013464365321727234,-0.011244629795371885,0.002549355864090334,-0.04239540449942885
GOOGL,0.0038667768403755076,-0.01410097006800215,-0.011232807497512098,0.0017973950366184071,-0.044029314297011804
GPC,4.229812425760038e-06,-0.007092832938007776,-0.001880708912516127,0.9178431784600021,0.004952233987334802
GPN,0.0017009370809552005,0.0043879714467928155,-0.0038297230249346725,0.03851005924262826,0.07992022889882415
GRMN,0.002254232708162718,-0.010843585012034085,-0.013612915641790568,0.01718948165571992,-0.03407633020377022
GS,0.004353502013009547,-0.016383290263253025,-0.0021700049830086776,0.0009234213708759539,-0.09088852401490559
GWW,0.0015660208001125886,-0.0059965453168850935,-0.011876333327005328,0.04708318827681246,0.011745613413968896
HAL,0.0002692648407626175,0.0005203938495450533,-1.1211985273540392e-07,0.41047416169336515,0.040209181049942005
HAS,0.00041831638279699046,0.002470827482815907,-0.00012947712043942516,0.30493315524619435,0.09767506231274965
HBAN,0.0008874045348824522,-0.003317295648542551,-1.1598626610043183e-05,0.13506884040387734,-0.029718817749192612
HCA,0.00043517101061751884,-0.0015968950844269525,-0.002005603228113495,0.2953856545835026,-0.0009609973168070072
HD,0.0056172652978335735,-0.011000630082045992,-0.0017959481948404132,0.00016700617301151598,-0.03232682689106979
HES,0.00039509034613927074,-0.0023353525889489024,-0.00025036778843889884,0.31875546100667224,-0.032466759814778534
HIG,0.018255003683418036,0.014407415884343688,-0.0009686161021440487,9.917096487655096e-12,0.12361005117308006
HII,6.035925441905121e-06,-6.0711693086856755e-05,-0.0023226524732893328,0.9019320911277923,0.04016472083552535
HOLX,5.760885258943027e-06,-0.004072394481391628,-7.157895668408187e-05,0.9041814610492966,-0.036714638281471236
HON,0.002107106542632242,-0.006515800662906024,-3.4120438804574604e-05,0.02125186549218787,-0.013729732933910777
HPQ,0.0031149444888078914,-0.0053778549501031225,-0.002117869185878085,0.005088054494215231,-0.018616925672688477
HRL,0.00031087022509312945,-0.019905033031335506,-0.007531226998265916,0.3764948802928847,-0.06091496420646269
HSIC,3.158978479522734e-05,-0.001512187491509387,-5.88588486958308e-05,0.7780232491318941,0.026330106139746307
HST,0.00021705617601308624,-0.004270363396655874,-0.004147016065548126,0.45993037986706076,-0.07067788224673835
HSY,0.019356353892166944,-0.04922936940776457,-0.004481903041174906,2.3491233187353386e-12,-0.03289164333512775
HUBB,0.0023133574384275324,-0.0016623459867990409,-0.007844134795212288,0.015791057379696844,0.03908552633256983
HUM,1.4971478084047085e-05,-0.005581531875230139,-0.00023620839900950763,0.8461253666843779,-0.029233090073961736
IBM,0.0017351319037358648,-0.01161366318554391,-0.007171191031617008,0.036608869724209646,-0.057596076373041524
ICE,0.010976814356517983,-0.02346681909470849,-0.007890560270967795,1.3699279894417415e-07,-0.054949984738995344
IDXX,1.7688196679910284e-05,-0.0003688236892602781,-0.005389404056469704,0.8329352569155144,0.003916136691128659
IEX,0.009093437744616906,0.01746626697673692,-2.6884944546390344e-05,1.6376493836753634e-06,0.16591134375978667
IFF,0.0016216062560185929,-0.004122701906535076,-0.0005204181692821663,0.04333048738462565,-0.010177249753633088
ILMN,0.0001369790580869612,-0.0027008985566727706,-0.0012328987184391238,0.5571891593992623,0.06413676810261475
INCY,0.0005475536603947173,-0.009710467478070361,-0.0031513685304755956,0.24048503181988742,0.09320167575840052
INTC,0.022908769228032977,-0.07390684466838149,-0.014963390029226975,2.2534491081524634e-14,-0.11958450108811888
INTU,0.0085134412772927,-0.011061259100307641,-0.013025262561987772,3.5249425865208203e-06,0.01093167159732441
IP,0.007108316500201273,-0.007079172238660503,-0.0009699012200286017,2.2740158649712944e-05,0.0015986888358730164
IPG,0.0008193465225722063,-0.002595013794616019,-0.00016014356462279444,0.15102066486904,-0.014572227638221592
IRM,0.0003633868021697406,-0.002979038888257346,-0.013515761422993489,0.33898514368248533,0.06867481741744551
ISRG,0.0008969059133272506,-0.0012195383993853781,-0.003846362974627038,0.13299610980831267,-0.001004727240683258
IT,0.0010567156351191098,-0.008726547481888058,-0.006560455574295965,0.10292831504174,-0.11003163318833517
