,score_train,score_test,benchmark,p_value,correlation
ITW,0.0038536219969387275,-0.005570938954233995,-0.004528537861247406,0.00183017564480627,-0.012448118230006393
IVZ,0.00546625686127622,-0.018486093569459072,-0.0003299733236410418,0.00020462937981364913,-0.08780465699341128
J,8.70579184623077e-05,-0.0021117358999147573,-0.0009797862621487852,0.6398000755139668,-0.10411321819038008
JBHT,0.0010879538340331507,0.0003330300540881348,-0.0019172378155716263,0.09797275403115142,0.022382439787426187
JBL,0.0004604872054103648,-0.012951064854838323,-0.014538258928483039,0.2817514294183126,-0.10815355221680148
JCI,1.1505021109803337e-05,-0.0021609679793157532,-0.0001249461598795687,0.8649152258944373,-0.0102918423229135
JKHY,0.002353507981524783,0.000521280258079293,-2.5271891249012413e-05,0.014908681634677286,0.05614457387714175
JNJ,0.009112381777072076,-0.027864730905805546,-0.000858515019025452,1.597191123074572e-06,-0.05670432343562177
JNPR,0.0027366415497228624,-0.0007246136354834842,-4.15642847868547e-05,0.008651170411859284,0.03304361223454105
JPM,0.008505158935674162,0.001998037701533617,-0.00783207829423005,3.563780625703984e-06,0.06502995893469649
K,0.00018355027003780222,-0.004740091550318626,-0.0021528561440011806,0.4968011394069247,0.044522472390801475
KDP,0.002440953834201065,-0.014609956661844947,-9.166404026061947e-05,0.01315811855199437,-0.04635863130563875
KEY,0.007461749048965127,0.00177853419421925,-2.3966234590000468e-05,1.421237593777264e-05,0.05470766670457801
KIM,0.001035962694826198,-0.005041917667663043,-0.0004869711204185112,0.1063717234090823,-0.06247243784100069
KLAC,0.013000111774696177,-0.007133530690975665,-0.008747191843899493,9.621749608531674e-09,0.03231442341932131
KMB,0.0025646079176117054,0.004293309308031623,-0.0006788788713214533,0.011035707466351272,0.12043406576300505
KMI,0.0006436822146299592,-0.005642880121599525,-0.00040953810554156256,0.20313306501061204,-0.09687264949373095
KMX,0.00021595317020417504,-0.002471375986836888,-0.0023120151878459616,0.4610728962681854,-0.04476658016242455
KO,0.0009015626882762362,-0.0012679472369876432,-0.0002951676242308743,0.13199322191814014,0.07134170992991158
KR,0.0005969980232556349,-0.0038854408530284434,-0.00048643123299196844,0.22033362358948796,-0.04124197009337397
L,0.015575012547736966,-0.001095397523531938,-0.004771437957937552,3.302055139689415e-10,0.06752415684945268
LDOS,0.00010651290257601698,-0.00042006086196755277,-0.0003684551980311923,0.6047119533512864,0.05635553355904703
LEN,4.456500480209957e-05,-0.009126158175539523,-0.0165231861013706,0.7377593658634279,-0.046344693904984156
LH,0.0038710949363545133,0.0027062945061873123,-0.0024694870767287824,0.001786764886303704,0.0530318595299284
LHX,0.0024309537335645004,0.0009993621537619513,-0.00029129976886976827,0.013347120703735268,0.04941219251256835
LIN,0.008529231604400889,0.010611245379732237,-0.007130778515895608,3.452069535315912e-06,0.11150027611920021
LKQ,1.3788266959968709e-05,-0.0039712052195424175,-0.00042081904941304593,0.8522580566580421,0.048210557697837414
LLY,0.006191285577157091,-0.01053105737788429,-0.012969285326031699,7.732516577084635e-05,-0.0032799803307798163
LNT,0.001941911172400057,-0.004516045846001404,-3.606499626918058e-05,0.0270185235165492,0.0042371919404744825
LOW,0.002181147297109276,-0.008641287911323348,-0.001840310617444274,0.019096372911165622,-0.06461762221527304
LRCX,0.007616402644292086,-0.009353460921431855,-0.0154469308743439,1.1573253494795432e-05,0.018631185028206754
LULU,6.091194460655647e-05,-0.004268227128172208,-0.010297221405104695,0.6954688275207326,-0.055451208852983304
LUV,0.00014855492781640223,-0.002394824103991944,-0.0002635978109268855,0.5409847504362131,0.029448951332508425
LVS,0.0011975516611982817,-0.00614118503829908,-0.00025493971067680476,0.08253580250328187,-0.07030818139418578
LYB,8.035535402473037e-05,-0.0014044106186832384,-0.0036579580868498773,0.6529973971184195,-0.05163191644879506
LYV,0.00012437032463608055,-0.0004329101101272492,-0.004790072371341658,0.5759225165594251,-0.0038996106871981425
MA,0.0064866396922158565,-0.00541847243008764,-0.006945908637906006,5.209528712642344e-05,0.006783588051180909
MAA,0.002272214517263449,-0.004425548256395739,-0.0006340151449653053,0.016751160134695315,0.028347788931993953
MAR,0.0012697069253646553,-0.003269138002174321,-0.014420723219565001,0.07381963538732891,0.0317136864197302
MAS,6.64797605384182e-05,-0.0027959748603905155,-0.009420121269342108,0.6825805741073813,0.032148295969867534
MCD,0.014128140550219381,-0.01719235835312638,-0.004683473141883665,2.1945866423677126e-09,-0.012523506045671387
MCHP,0.009714659238992729,0.0016565905461661812,-0.003880485750329621,7.215487280028926e-07,0.05970894174107587
MCK,0.0027182222226993513,-2.651530705000127e-06,-0.005717907558074442,0.00887903179456415,0.029124088282593826
MCO,0.007310613946311828,-0.006665179520534581,-0.012382216117625688,1.7374467974886442e-05,0.01768518651873371
MDLZ,0.015233357304885842,-0.011495734933659962,-0.0019170176477643075,5.163689928923483e-10,0.015396860323818653
MDT,0.0041959718142111635,-0.002940282464616306,-0.001151567423010258,0.0011449252463968714,0.009692050150556124
MET,0.0004531250942649834,-0.0005604309377773564,-2.0538378902257293e-05,0.2856323541792255,0.043886898089557896
MGM,0.0014904198167529081,0.0023866276105118933,-0.004307569716160975,0.052746009169460636,0.057668958525695764
MHK,0.0019497375959717234,0.0024979294618108216,-0.0001828687641707294,0.0267116494236488,0.050383731356695036
MKC,0.005006922537303171,-0.02258031760251633,-0.0013745373642348735,0.0003803061111831087,-0.08063195484795146
MKTX,0.0002562080292427549,-0.0029656459517852785,-0.0004827332763033265,0.4220593625474449,-0.06687105853037228
MLM,0.0005696402662134226,0.0006042013280084246,-0.011251784145751786,0.23122037938201384,0.10317457777980106
MMC,0.008517077075615331,0.004334209845876846,-0.0038695225790617016,3.508027698675087e-06,0.07059909277898348
MMM,0.001922843740026825,-0.0013575294103949087,-1.121430844364113e-05,0.02778159166179176,0.009735613661707276
MNST,0.005958471391173559,0.015308822637961739,-0.002023521606700829,0.00010562691159402185,0.14122316544867305
MO,2.393148486823371e-06,-0.002636759607011596,-7.290006976479191e-05,0.938155405806365,0.03393887929364304
MOH,0.0004607171043147229,-0.0043858942632641895,-0.0008834423071630848,0.28163131593705515,-0.04599695075867279
MOS,0.0002475593019856115,-0.001017638902703455,-0.0003588461475934057,0.4300040470934178,0.012014287375689554
MPC,0.0003861781878804482,6.423808868538661e-05,-0.0042687720421252795,0.3242767670005321,0.0167110572895752
MPWR,0.016995440892587754,-0.01988102890391863,-0.008530065370271789,5.149620432653456e-11,-0.0011732220408292773
MRK,0.006563731698442821,-0.0025466763590515917,-8.68186719198416e-05,4.699839897577697e-05,0.038715291738083954
MRO,0.0003390367374622727,0.0003972102406633038,-3.8390195563398066e-05,0.3557074207251887,0.04846905781151234
MS,0.006537740806896952,-0.025286196285567275,-0.0016147964251136404,4.865819847996635e-05,-0.11472485028534148
MSCI,0.012359255450959505,-0.02552217557077996,-0.0030125560878400126,2.2297409443177517e-08,-0.05758998507538588
MSFT,0.019001129067880873,-0.020759657341037796,-0.015459189375386595,3.73805219929559e-12,0.007716504115625584
MSI,0.005944337881594541,0.003479671425504871,-0.005691455000941481,0.00010764780032519896,0.061567332086670326
MTB,0.00416787858255796,-0.0018224285916965677,-5.67482813036424e-05,0.0011897408704313107,0.01958522926142878
MTCH,1.7114354684544253e-05,-0.0015758955694309407,-3.328067455510286e-05,0.8356282772627674,-0.015831534043413076
MTD,0.0019098407853841426,-0.008155649728967207,-0.001045898030443082,0.02831478494317017,0.022979488294868528
MU,0.0005125205013650769,-0.0036404761602450986,-0.011364451563282696,0.2561261302792746,-0.006027623551545784
NDAQ,0.0030174703829638494,0.005632927700843449,-3.244565038418301e-06,0.0058306102469719255,0.12128990195207431
NDSN,0.006147553152034191,0.013387117401044257,-0.001447812484806743,8.19874453164839e-05,0.1251091788686376
NEE,0.003927002223269471,-0.022710539077696712,-0.0031942051646423053,0.001654744944120781,-0.054034223931676145
NEM,0.0004460489057687145,-0.005428387403844548,-5.656678612520061e-05,0.2894266717603581,-0.10256035031186156
NFLX,0.0008375760596842641,-0.00035561864226107964,-0.009341766331645296,0.1465493449216212,0.0186749204335537
NI,0.012628516285485891,0.0008762540746636294,-6.460186069756624e-05,1.5662600363121503e-08,0.06954997054708871
NKE,0.0011226442047462815,-0.0032690700091211333,-3.5536652481793496e-05,0.09277233389203651,0.012826116146400645
NOC,0.0031896629070228277,-0.01317066105747311,-0.0009765632191038875,0.004584602556984708,0.014625940648310723
NRG,6.655617413531267e-06,-0.010401004644415401,-0.017321731133616902,0.8970475631907826,0.05408265391342904
NSC,0.007592006598699519,-0.023459772443839677,-5.9913273575684656e-06,1.195429548558119e-05,-0.07161012188707806
NTAP,0.003685064165720675,-0.007533881326046821,-0.01122601268540624,0.0023079820523193868,0.01916408531053008
NTRS,0.007158037480419099,0.0022924779190107714,-7.043715047516663e-05,2.1284075440546254e-05,0.05736439250123437
NUE,0.001294208053041146,-0.001199004405206816,-0.004526877507452731,0.07108924786924442,0.014145800554228295
NVDA,0.006096902015909955,-0.02321408454207785,-0.030740947401195706,8.774177396040886e-05,-0.01765844436400693
NVR,0.00019459467313698298,-0.0034224235701982852,-0.015035749204856064,0.4841278645236975,0.04207562222993484
NXPI,0.013705231114232053,-0.0035904440963361317,-0.007899242622548153,3.818860623452815e-09,0.050259177796397256
O,0.0020414518476729038,-0.005483338393428072,-7.931869428734473e-05,0.023373629291091283,-0.007895492149543588
ODFL,0.00013820115947704714,-0.0016604840368135143,-0.006612003752451079,0.555435599962808,-0.04004046935303283
OKE,0.00012114074348401616,0.00205625412281929,-0.0016320599934218638,0.5809210448751494,0.10818680149853514
OMC,0.0023505840849827875,-0.0014119587066701023,-0.0010256523189620115,0.014971191441285605,0.0097093370507854
ON,0.002227409655911061,-0.002017291826590384,-0.003040294560478163,0.017865411357799954,0.0036895656351001497
ORCL,0.012169793509821392,-0.0062514064618275356,-0.004441414017215095,2.8590150267569974e-08,0.034950392591799634
ORLY,0.0038735914886316447,0.005149019413150824,-0.0019180811695707067,0.0017806480216858123,0.08566843429356724
OXY,0.00012675280663976274,-0.0005422751942685267,-7.324144966069923e-07,0.5722893928309014,0.027701570147916035
PARA,0.0017222660971236703,-0.003830753370853479,-5.7459053275144e-05,0.037312394998736675,-0.02514106480281123
PAYX,0.010732956434033047,0.011528570659818826,-0.000589876932072908,1.8878294567334663e-07,0.11254582271851238
PCAR,0.0005499419733299149,-0.010870168052539375,-0.016092903456021324,0.23946178694140385,-0.04866266750548351
PCG,0.0005236078848102066,-0.0025671594359928385,-0.0014777156159344607,0.25104470098830356,-0.04339969199638806
PEG,0.010047040065778279,-0.02166262270383279,-0.00031502339134958923,4.656399793296166e-07,-0.0541996531160267
PEP,0.029304031323727386,-0.0166637341208411,-8.897321179479611e-05,5.167012554993711e-18,0.05670106805211017
PFE,0.001730703347390783,-0.03906184626684506,-0.019593570688329898,0.03684945101226453,-0.03752409224607759
PFG,5.170622981764961e-05,-0.0009579490474100893,-2.47324569024876e-06,0.7183590709084727,0.07334761487445329
PG,0.009047867210999816,-0.007473107444022409,-1.0117471189730054e-06,1.739231054644478e-06,0.02607930076852218
PGR,0.01026661460738898,0.0068948343208147245,-0.002906889196510276,3.4871695813744655e-07,0.08476316326594259
PH,0.0012185500702068808,-0.006201646690196849,-0.01426234032366458,0.07989030378673968,0.018015324663046946
PHM,0.0008363655367132905,-0.02036102549439378,-0.03433511723997262,0.1468415849592913,0.02530825332418989
PKG,0.006318421361433568,-0.005072300169973953,-0.006252530045767424,6.522992374141082e-05,0.014746840232639113
PLD,0.002643881378526891,-0.0031778034475244965,-0.003065179080653513,0.009862906296894156,-0.0031783234030515455
PM,0.004813979454855621,-0.004147402405248357,-4.213522207363596e-06,0.0004938332951109543,0.016854766706973924
PNC,0.01108996105689608,-0.007603256177088902,-0.0002338076694707869,1.1805974980996066e-07,0.018386597871011538
PNR,0.0005590140725308945,-0.008545272748942567,-0.014510158895854941,0.23562277742087986,0.03471510004561141
PNW,0.006025447842397558,-0.001136754844544674,-8.837675141259993e-06,9.655686696421108e-05,0.03763215105717995
PODD,0.0011375272968728867,-0.0038162799560341742,-0.0013250532809436777,0.09063387466757092,0.07846849553289616
POOL,0.004414606703302515,-0.015051786109922638,-0.004565179769592476,0.0008496418372201984,-0.07703232500799692
PPG,0.0003293687714986948,0.0032302991373086565,-0.0033388939421017394,0.3626592359518731,0.12210246334361752
PPL,0.000980651560600232,-0.00086110193430744,-4.613616685289479e-05,0.11618276480117742,0.02190572245917495
PRU,0.0030947465377834105,0.0010924374311636065,-0.0010707954580024825,0.00523357613415993,0.038040135228990926
PSA,0.0012281899425394815,-0.0062715731556839405,-0.0017997929622306508,0.07870654473417787,-0.07104573073364669
PTC,1.7445516615199885e-05,-0.0030870862962355528,-0.014983707329039753,0.8340684971823631,0.0048640600310342254
PWR,5.399853596665949e-05,-0.0015617770373168582,-0.010938740951529136,0.7124551952711284,0.10126249571216688
PXD,0.0032321777386095096,-0.0033204683707390714,-0.0003938175323907611,0.004321074226820649,0.0034577988279523497
QCOM,0.004633119598968283,-0.008559244767317287,-0.005006515592885341,0.0006311797904493112,-0.014309408669038475
RCL,0.002748158760423669,-0.01794718335270651,-0.032301747770177025,0.008511741105077469,0.04317975373124279
REG,0.00015104413304622977,0.00014300911618803092,-0.0014455991255337697,0.5376138209879378,0.01520811492549506
REGN,0.00017531575552620637,-0.00011544441675237493,-0.0035592158284587505,0.5066182898108014,0.0037249867625606913
RF,0.00264582287006887,-0.003812107938149012,-1.3133360399208982e-06,0.009835841918036634,0.0007225565837442489
RHI,0.0021511886667099356,-0.0007439025564186519,-0.003153739839145908,0.019939949458835718,0.020237536837119558
RJF,0.0037635470120015446,-0.0019120547902655716,-0.0004996033370150421,0.0020715147304356434,0.020102424408815572
RL,3.6452061757841214e-05,-0.004824411467576839,-0.0074054969964452155,0.762030964373506,0.05142091025911022
RMD,0.0009230845479807348,-0.0062320095709187395,-0.0006228819024596266,0.1274664595304334,-0.006784162993191357
ROK,0.0024011152974470207,-0.00208684072842491,-0.0031892745721042726,0.013927823506268717,0.00605231581048791
ROL,0.001633721710666003,-0.005562104167271764,-0.0037299486344590793,0.042555119859211066,-0.048589337640685674
ROP,0.016646355532151214,0.015015561381625075,-0.010505788905230462,8.129678152150847e-11,0.12837491828318623
ROST,0.0007181937050645404,0.002449930807591816,-0.004045330308337425,0.1788366213341141,0.059156170597491585
RSG,0.017561837048159612,-0.008509340278366695,-0.012118980139390612,2.4550754083932922e-11,0.03989775597626147
RTX,0.0011328532180022721,-0.008438436763959167,-0.0011600684280732576,0.09129964370552827,-0.03712501631299702
RVTY,0.00027701013304515243,-0.007343143048714307,-0.001439173023425333,0.40382206332768833,-0.039091583190949096
SBAC,0.0006953510467599955,0.0006422104070248347,-7.130274472144649e-05,0.18590639939160256,0.0651069002133298
SBUX,0.009338195208684508,-0.02704252338677504,-1.4297042678412808e-05,1.1855054673151957e-06,-0.0777597960617595
SCHW,0.0038844596781615337,-0.020255938900003878,-0.00016673938778311026,0.0017542657108125807,-0.10984902660294653
SHW,0.00574428980042585,0.003930212997006355,-0.006357923889841022,0.00014079908163075862,0.0707660303264733
SJM,5.80819174730296e-05,-0.009760575904577573,-0.0033640234545064818,0.7022815190588674,-0.04346937401024334
SLB,0.00019764041358683038,-0.0010231986711035645,-8.316957532317204e-05,0.4807270037987985,-0.028526240008130296
SMCI,0.0006348104643781882,-0.014044036557297357,-0.0165857920170025,0.20627591534414833,-0.057404553617265285
SNA,0.0010107893022645031,-0.003295548158024353,-0.006984008131737385,0.11071914189206253,-0.013773883041948308
SNPS,0.005047839714961144,-0.011278256665421704,-0.014290099377895826,0.00035983679102384873,-0.01679132767958586
SO,0.004023978216697421,-0.007925553850016698,-0.0001773256351444985,0.001448707545135203,-0.02428200065425761
SPG,0.00014365701211027648,-0.0004672822653768449,-0.005282014444438987,0.547732406874585,0.09402132293407589
SPGI,0.008599785311565689,-0.014426583316427655,-0.007937626348520688,3.144475273227308e-06,-0.02766387816068656
SRE,0.0009269185433503635,-0.001667225564165875,-3.5356045960721616e-05,0.1266783183592304,0.012937941490023403
STE,0.0012046945632787631,-0.003194995087597352,-0.002744413010202118,0.08162545112118157,-0.028567382451130784
STLD,0.0023608658261217164,-7.731070870220513e-05,-0.002195284754184179,0.014752564181704977,0.023573365273903687
STT,0.008271242138986445,-0.006142503634963381,-0.00029145805621211274,4.857073920902764e-06,0.012184192626624889
STX,0.00020283273370680366,-0.005781866793648005,-0.011151708395347848,0.4750187506770055,-0.011132943069391034
STZ,0.00024239139722925795,-0.005730974794224908,-0.0005777139691673927,0.4348595519858154,-0.10282512029675502
SWK,0.0008108324864306571,-0.01168824393974588,-0.004500774628760418,0.1531616576034921,-0.13750374840075222
SWKS,0.008097564077572894,0.0034218898578070034,-0.003308783654518699,6.113460878785014e-06,0.06460637022394636
SYK,0.0011837482311237713,-0.005670636499505388,-0.004272067122121248,0.08432622423724345,-0.0625167040954909
SYY,0.0001415817703767086,-0.0033315424682061057,-1.8815267344152176e-07,0.5506387218214726,-0.005279456071282407
T,0.0009878415473140167,0.0037873495392206635,-4.105458499825687e-06,0.11485283431101405,0.07894444560882864
TAP,0.0007439856962712099,-0.006872056859422049,-0.003939762547520376,0.17122416857517087,-0.0837377743583782
TDG,0.0011009891961337726,-0.012620634154311361,-0.02285602877796622,0.09598233145978799,-0.0797262485069936
TDY,0.002291696172175617,-0.005241437839054397,-0.0016725913719561891,0.016289259453596966,-0.022422663114675563
TECH,0.0021575790153959273,-0.017448720355977665,-1.2268663433179228e-05,0.01975683504187778,-0.14108101846555085
TEL,0.0008833002157052627,-0.003429891126640827,-0.005292187686454453,0.13597534772476672,-0.033533884647762253
TER,0.004142454516504412,-0.0009366931261751699,-0.0028872087373812416,0.0012318261874349585,0.025235214184324582
TFC,0.007137664602967053,-0.017755251063268807,-1.0208418776969097e-07,2.1869023855396537e-05,-0.06089737275678027
TFX,0.0006805083844932946,-0.0028281725444843087,-0.00010443750474475877,0.1906740698577788,-0.02730559308470734
TGT,0.0002939888149169345,-0.0034401915630772884,-4.4425196307651404e-05,0.38977698926161164,-0.07058885696332526
TJX,0.0014731020925802252,0.0015263739629716166,-0.00585142133747274,0.05414184305396821,0.03941210689285082
TMO,0.006517799293969673,-0.013167016008317267,-5.885353614898392e-06,4.997150486758959e-05,-0.003717266701953409
TMUS,0.009917969617792899,-0.020531144988984007,-0.0028366586498158597,5.519462003109203e-07,-0.04691029745392745
TPR,0.00018541965028573415,0.0006737468232753674,-0.0001236289512362987,0.4946173025837627,0.032137811601989766
TRGP,0.0034368504675603706,-0.002102123517817578,-0.003120579787763811,0.0032521978093117444,0.011451639618568996
TRMB,2.580472268687295e-05,-0.0005294679182441531,-0.0004143262398679237,0.7988933714049102,-0.04904930642848694
TROW,0.004602960342803386,-0.00612849968040341,-0.0002657132293122366,0.0006575783674530104,-0.010180619418137015
TRV,0.027812494800301346,0.017323707508474784,-0.00033535562066866476,3.6570667015150266e-17,0.13823391875419175
TSCO,0.00017532435666800517,-0.0022853085484737523,-5.897881600880339e-07,0.5066078631440346,0.04112265723214858
TSLA,4.0144904274175275e-06,-0.0011217507069984922,-0.009937342875772304,0.9199544088966056,0.009962992219685026
TSN,0.0011464102988237856,-0.005981997976178821,-0.00025778678130183863,0.08938305930802457,-0.02301844514051836
TT,0.00012203444483194215,-0.002216148271436902,-0.010030078675874021,0.5795291987619546,0.009430981638547366
TTWO,0.005631631050385888,0.00431963225396037,-0.011165569369654404,0.0001638115610679972,0.08043735783015799
TXN,0.029303123791325603,-0.013525241785757869,-0.0005763736908019901,5.173171330007896e-18,0.05139722489908582
TXT,0.0012289403350083106,0.0004558666799586719,-0.0017586618968445933,0.07861519325807148,0.02408228042804743
TYL,0.0012826111648370775,0.004065496035656979,-0.004888048990371985,0.07236785533517481,0.07814491330052008
UAL,0.0029518814049165343,0.008964907949333023,-0.0007422972975961173,0.006391622352948539,0.10977146766247922
UDR,0.00011919114016090138,-6.8332616911526145e-06,-0.0002456446122631739,0.5839807437048825,0.013692636970912903
UHS,0.007399603213136596,-0.03718020289589541,-0.000850603412405615,1.5435954787467232e-05,-0.17219225121233508
ULTA,5.885874053701556e-06,-0.0013702357173837054,-0.00035488166678399047,0.9031526561280011,-0.04433574706164965
UNH,0.007752739164352929,-0.015390776094446057,-8.164600645188536e-05,9.657446438669044e-06,-0.0073307506353498045
UNP,0.00660494976464554,0.005743256530637009,-0.003509678431395713,4.4482007361118075e-05,0.07732187093838544
UPS,0.0004958039868806496,-0.006312853023089371,-8.774783663878516e-05,0.26402968821302575,-0.07543103693060343
URI,4.096056693636552e-05,-0.0010360998449265857,-0.008880349468807891,0.7482134381277539,0.08051840943004147
USB,0.0069037294943753436,-0.0011333553657784101,-0.0004035606600683028,2.986243776353544e-05,0.03490900525298756
V,0.015198686830195651,-0.018490452374800848,-0.01009277953976806,5.403392831622228e-10,-0.012145366460431566
VLO,0.0007689369301582261,0.0010201559911042768,-0.000456741480149514,0.16421191628052276,0.04727390660007104
VMC,0.0026083777419196874,0.006155881816286235,-0.006518002714494875,0.01037150507577301,0.0972612778726365
VRSK,0.004608949819844166,-0.0009206080895467483,-0.011046622606047052,0.0006522485108365968,0.0539149582981169
VRSN,0.010780548445213478,-0.0027035471293432867,-4.7188991414204295e-05,1.7732842990875714e-07,0.059623670698306076
VRTX,0.004975742647500336,-0.005679661667604696,-0.00899592392462556,0.00039668896099455506,-0.00010867260340615754
VTR,0.0005059265030779025,-0.0005372988251222122,-0.0017863979751138181,0.25920834033674056,0.015437920866870791
VTRS,0.00013787394140096776,-0.00015974871561730275,-0.00017053569441283223,0.555904089574992,0.00984700691118931
VZ,0.0011326613561705168,0.0015643697458673778,-0.00021304467571403585,0.09132708536896282,0.04007078801685775
WAB,5.602375664282011e-05,-0.001443049535205354,-0.0065430038211251595,0.7073565172659373,0.01719171423726872
WAT,0.006070761148558201,-0.007362615759877844,-1.0040956921475441e-06,9.086870910118535e-05,0.0008058746671033962
WBA,0.0002468244831743682,-0.0036922555500149556,-0.0019546240043053498,0.43068941666139327,-0.0010260306129361281
WBD,0.00030764840113528535,-0.0011135615291091305,-0.0014971113511546008,0.3789797972673612,0.029622221102987973
WDC,3.1750075583092396e-06,-0.007099680136543052,-0.009299505410930164,0.928788987460263,-0.08220488147536599
WEC,6.15214283722354e-05,-0.004958133285420274,-0.00028159827618923217,0.6940256118165157,-0.048628423609485494
WELL,5.1267228474705107e-05,-0.004747743308963992,-0.009864416528315711,0.719506520872033,0.04642070545895259
WFC,0.005341583963797136,0.001995818393636828,-0.0031577013658696806,0.00024205056974766054,0.06008840640053173
WM,0.011060325994084352,0.004614805496899188,-0.003987861710202267,1.227493975352307e-07,0.07547847898731364
WMB,0.0017810272580264241,-0.00394938481232221,-0.001884584022040947,0.03421018048646507,-0.025417619004533744
WMT,0.0038449074712031406,-0.002652612979946456,-0.00294728913529152,0.0018522241949102396,0.010087200419846884
WRB,0.012439552941418075,-0.003994881270007911,-5.8899098080766876e-05,2.0068083022378298e-08,0.05063819893044405
WST,0.0003209167019218029,-0.0018834917332555268,-0.009527870972329877,0.3688913808535863,0.006198730849906489
WTW,0.005932020661815751,-2.2081195885315097e-05,-5.88481975185573e-05,0.00010944067355832299,0.0458710244684747
WY,0.009781055167326302,-0.014115568386188215,-0.002671966359377498,6.610832299684689e-07,-0.017825706901592034
WYNN,0.0008429117063908365,0.004463285772708936,-0.001019873535003324,0.14526902076840295,0.0927533344055828
XEL,0.010000613340430675,-0.013925997866650386,-0.0005352238219873406,4.95005820406564e-07,0.011506169422340154
XOM,0.0006863740366860327,-0.003013467248909718,-7.280524323660664e-05,0.188773134283921,-0.020801373800480163
XYL,0.004165388267616366,-0.001692587387944977,-0.0004048618376852886,0.0011937981315501515,0.028097145557267167
YUM,0.0005130764603639149,-0.004654279701970632,-0.0004117097904750011,0.2558683326077289,-0.05803677357097847
ZBH,0.0008600004743479772,-0.007845996695776902,-3.100788320087311e-05,0.14125242007468045,-0.09013980323716178
ZBRA,0.003529302955856517,-0.010529964382358425,-0.0005343329601872338,0.0028616163651506905,-0.056303783331444
